OBJECTID,GEOID10,NAME10,PLNG_REGION,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,Urban,Rural,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,HUNVFlag,GroupQuartersFlag,OHU2010,NUMGQTRS,PCTGQTRS,LowIncomeTracts,POP2010,UATYP10,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lahunvhalf,lahunvhalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lahunv1,lahunv1share,GlobalID
224,13063040609,406.09,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2438,21,0.0033424,0,6283,U,6141.514398,0.9774812,1709.823499,0.27213489,1475.921713,0.97420575,689.6293629,0.98659422,76.53507186,0.03139256,4621.630702,0.73557707,1265.212829,0.20137081,1147.879317,0.75767612,439.1414287,0.62824239,52.91615093,0.02170474,{18F934A5-EC90-4A4D-B4ED-25A7F195ACAA}
225,13063040412,404.12,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2829,15,0.0020755,1,7227,U,6168.362241,0.85351629,2237.339898,0.30958072,1660.487054,0.86438681,496.0432399,0.88896638,137.5520572,0.04862215,2698.402903,0.37337801,1085.450488,0.15019379,779.1797174,0.40561151,190.7834763,0.34190587,36.08740337,0.01275624,{4BC4A8D2-0735-4381-A0AB-C88A1C1D0396}
226,13063040413,404.13,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,2334,4,0.0005954,1,6718,U,5565.077136,0.82838302,2470.106642,0.36768482,1636.591441,0.8219947,311.4115637,0.8698647,17.08025356,0.00731802,1421.190479,0.21154964,723.198748,0.1076509,423.9316737,0.21292399,97.63766314,0.2727309,5.52983982,0.00236925,{F2E5CB8D-61AE-4D92-9535-654369C98B32}
227,13063040613,406.13,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2827,5,0.0006253,0,7996,U,7908.927183,0.98911045,2103.1553,0.26302593,2104.725383,0.9821397,788.4367612,0.99049844,73.8690176,0.02612983,6729.98291,0.8416687,1670.713475,0.20894366,1684.712439,0.78614673,700.5619457,0.88010295,56.80008396,0.020092,{0E374A16-1992-4DDF-AA66-588566F4A4A6}
228,13063040408,404.08,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,2581,707,0.0952445,1,7423,U,4592.450294,0.61867847,2173.457241,0.29280038,1285.929435,0.73776789,557.6214709,0.71489932,114.5174817,0.04436942,398.7714876,0.05372107,180.1425609,0.02426816,118.1776952,0.06780132,44.3294452,0.05683262,8.94088102,0.00346412,{179EC4DD-5187-4B02-872D-7ED886A54507}
229,13063040409,404.09,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1918,4,0.0006998,0,5716,U,5715.999999,1,1936.772095,0.33883347,1610.999991,0.99999999,427.0000008,1,88.03358153,0.04589863,5433.437436,0.95056638,1860.1827,0.32543434,1538.580571,0.95504691,408.2320569,0.95604697,85.46527205,0.04455958,{44891E74-88F9-46D3-8EFD-A085A4025D37}
230,13063040410,404.1,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,2283,0,0,1,7058,U,6092.853829,0.86325501,3329.325924,0.47170954,1853.922292,0.85316258,382.9022385,0.87023236,27.8922055,0.01221735,1864.139308,0.26411722,937.1152761,0.13277349,583.4817135,0.26851436,108.0095674,0.24547629,10.67196658,0.00467454,{678016C1-9D3A-4780-ABDF-878552CDD5A7}
231,13063040303,403.03,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2224,69,0.0099238,1,6953,U,2782.668183,0.40021116,1149.270637,0.16529133,891.3182325,0.41188458,181.9908564,0.3632552,111.0843048,0.04994798,1067.216258,0.15349004,182.9838302,0.02631725,362.8494622,0.16767535,66.55108375,0.13283649,11.70824448,0.0052645,{6E9A9C2A-E3F2-440F-90E7-5D86DF8786CD}
232,13063040302,403.02,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1608,0,0,1,4829,U,3103.526388,0.64268511,2019.148077,0.41812965,928.0368097,0.65818213,209.4261904,0.67123779,166.1857885,0.10334937,24.74823046,0.00512492,18.65195656,0.00386249,7.12786293,0.00505522,0.87532055,0.00280551,1.89102167,0.00117601,{4B0CBC71-B512-4C06-8809-986D67C131AD}
233,13063040611,406.11,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2491,2,0.0002998,1,6671,U,5950.178812,0.89194706,3454.237293,0.51779902,1818.299834,0.89703988,356.8563325,0.96447657,269.014025,0.10799439,3219.434867,0.48260154,1916.82068,0.28733633,913.1011969,0.45046926,226.6165748,0.61247723,155.4625838,0.06240971,{C6A2672E-9460-4F1B-9EC2-7F4B99CB7BDC}
234,13063040407,404.07,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1271,0,0,1,3622,U,2990.355297,0.82560886,1204.298454,0.33249543,798.7265734,0.85242964,320.8001358,0.76199557,56.84493817,0.04472458,1370.424069,0.37836115,491.2294706,0.13562382,380.1815517,0.40574338,93.17802802,0.22132548,25.75783046,0.0202658,{C3B4C75E-48D7-4AFA-BE7F-CC5DA889EA19}
235,13063040510,405.1,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1180,11,0.0032334,1,3402,U,1586.488524,0.46633995,655.2170082,0.19259759,422.8847793,0.43506665,107.001687,0.53500843,37.72128724,0.03196719,6.82816696,0.0020071,3.40190037,0.00099997,0.05210635,5.36E-05,1.48697407,0.00743487,0.26836253,0.00022743,{0F0594EF-B273-4970-8687-BF81E3000285}
236,13063040514,405.14,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2609,3,0.0004162,1,7208,U,6727.546001,0.93334434,3076.518695,0.42682002,2112.455766,0.92936901,247.2225854,0.92940822,250.8380215,0.09614336,4006.977243,0.55590694,1740.561976,0.24147641,1197.630032,0.52689399,169.1168942,0.6357778,185.544406,0.07111706,{DFDA2A45-DCA5-407F-B39D-E281F4D2B282}
237,13063040307,403.07,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1324,0,0,1,4428,U,2764.813684,0.62439333,1311.050473,0.29608186,836.1468141,0.63344456,268.4087595,0.61280539,34.06723068,0.02573054,123.5619278,0.02790468,84.54737854,0.01909381,41.47533035,0.0314207,6.91255522,0.01578209,2.4397254,0.00184269,{3DB27466-38E9-4EA6-B40B-C038FD8D9076}
238,13063980000,9800,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{D6EA067C-4C24-47EB-9F38-C11BD1860C40}
239,13063040622,406.22,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2357,0,0,1,7446,U,7318.328859,0.98285373,2646.439266,0.35541758,2395.418384,0.98334088,367.7296827,0.98587046,108.8683409,0.04618937,5617.688005,0.75445716,2135.460119,0.28679292,1898.160926,0.7792122,286.7698912,0.76882008,108.8683409,0.04618937,{783228D8-A9BE-47EC-9A28-5AA242EB5C1C}
240,13063040621,406.21,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3024,1,0.0001087,0,9202,U,7175.395717,0.7797648,2155.653289,0.23425921,2337.554945,0.77711268,337.2187445,0.77700172,27.68197942,0.00915409,3859.662638,0.41943737,1076.324343,0.11696635,1276.208797,0.42427154,167.6818489,0.38636371,0.86268575,0.00028528,{BAE99038-7C06-4B08-8038-AC428F82E7E0}
241,13063040619,406.19,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,956,0,0,1,3001,U,2725.793458,0.90829505,1225.767499,0.40845302,870.704996,0.88847449,118.0518859,0.89433247,186.5183735,0.1951029,1664.443196,0.55462952,748.4867797,0.24941246,494.2688249,0.50435594,66.19622116,0.50148652,112.0831446,0.11724178,{F55C0F78-6AC0-41B7-AD0E-7A8E9C65E5C1}
242,13063040523,405.23,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1024,0,0,1,2802,U,405.6757926,0.1447808,197.2199367,0.07038542,118.5856951,0.14235978,46.61505095,0.19104529,25.67166856,0.02506999,0,0,0,0,0,0,0,0,0,0,{F71E8772-A0D8-44B6-B2DF-FB3DEC759DD4}
243,13063040522,405.22,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1713,146,0.0296387,1,4926,U,3124.794099,0.63434716,1379.251008,0.27999411,871.1989776,0.63591166,206.2837695,0.50934264,108.9259592,0.06358783,401.9148029,0.0815905,148.9710832,0.0302418,100.8493974,0.0736127,10.19269386,0.02516715,11.54265371,0.00673827,{0BE7D9A7-E32B-49FA-982A-C5F192CB35A6}
244,13063040520,405.2,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1645,0,0,1,3792,U,2512.549949,0.66259229,748.8834985,0.19749037,670.4077173,0.60234296,60.83969922,0.77012277,169.2031316,0.10285905,252.6847534,0.06663627,94.94821167,0.02503909,49.2243042,0.04422669,5.83399153,0.07384799,28.51509285,0.0173344,{4A49EB8C-C735-4303-B31F-1CAD90FB20BA}
245,13063040519,405.19,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1990,0,0,1,4147,U,2697.893511,0.65056511,1328.423831,0.32033369,684.843875,0.64914111,48.30238544,0.65273494,175.475535,0.08817866,0,0,0,0,0,0,0,0,0,0,{32F5E340-0185-4473-97F1-448629405E39}
246,13063040417,404.17,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1848,0,0,1,5132,U,5132.000053,1.00000001,2229.700372,0.43447006,1674.000036,1.00000002,255.0000036,1.00000001,187.5927535,0.10151123,4911.411245,0.957017,2133.450528,0.41571522,1599.856458,0.95570876,245.8249859,0.96401955,175.6329913,0.0950395,{BA0A3B75-5A9D-4259-9FC1-3FB877F9646E}
247,13063040203,402.03,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1400,0,0,1,3633,U,2840.986997,0.78199477,1463.034838,0.40270708,909.4780394,0.78947746,86.07953116,0.78254119,135.7191069,0.09694222,155.1226473,0.04269822,72.22436047,0.01988009,51.56678963,0.04476284,1.72011325,0.01563739,6.48574269,0.00463267,{EC90E029-E9E9-4B2D-968F-E807DC19B3CC}
248,13063040617,406.17,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,458,0,0,1,1557,U,1360.590828,0.8738541,1094.083352,0.7026868,505.528661,0.87160114,63.43185189,0.89340636,75.31392497,0.16444088,111.3205204,0.0714968,89.51546884,0.05749227,41.61450845,0.07174915,4.91952185,0.06928904,5.93335949,0.01295493,{0DF913CD-FBCE-47B3-99D4-68EA852BE8DB}
249,13063040615,406.15,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,636,4,0.0020471,0,1954,U,1954.00004,1.00000002,587.431156,0.30063007,567.0000154,1.00000003,134.0000015,1.00000001,0,0,1943.799052,0.99477945,584.3644325,0.29906061,564.0451715,0.99478866,133.4781805,0.99610582,0,0,{26B51882-F6D2-47A3-BD4B-BA7BE2474108}
250,13063040521,405.21,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,998,0,0,1,3054,U,2870.387536,0.93987804,1341.885465,0.4393862,886.4308717,0.94100942,200.6699801,0.95557133,51.11440286,0.05121684,1081.925276,0.35426499,462.9372839,0.15158392,343.9630503,0.36514124,81.46931987,0.38794914,25.44894064,0.02549994,{115392F7-40EA-4927-9C04-3605991D35C1}
251,13063040415,404.15,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2154,11,0.0018823,1,5844,U,4144.560185,0.70919921,1959.525069,0.33530545,1225.420842,0.675163,217.0224314,0.85106836,151.1705414,0.07018131,2087.352219,0.35717868,893.2779441,0.15285386,582.0306634,0.32067805,122.3748177,0.47990125,70.83571402,0.03288566,{DAEA289A-6A6C-47B1-9F21-769CEC76052C}
252,13063040414,404.14,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,601,0,0,1,1863,U,351.3664656,0.1886025,88.91079539,0.04772453,94.01596469,0.17639018,37.74121562,0.25850148,7.95649983,0.01323877,1.8376416,0.00098639,0.46500221,0.0002496,0.48679247,0.00091331,0.21905661,0.00150039,0.04230654,7.04E-05,{C3FB2D02-8BA5-49AE-820F-C8C03A28CFC4}
253,13063040204,402.04,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1556,0,0,1,3745,U,879.3757633,0.23481329,315.821168,0.08433142,242.0987125,0.2233383,31.49940461,0.28124468,41.06136681,0.02638905,20.60733414,0.00550263,8.68612766,0.00231939,5.56233835,0.00513131,0.80048412,0.00714718,1.30583644,0.00083923,{34CA7E75-9D0D-4693-97C6-673182FAFBEF}
254,13063040308,403.08,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1536,339,0.075,1,4520,U,2786.059031,0.61638474,1661.004492,0.36747887,634.4923454,0.6257321,430.2376682,0.75085108,123.7335322,0.08055569,432.584913,0.09570463,235.031268,0.05199807,109.6662253,0.1081521,57.16577667,0.09976575,7.40908664,0.00482362,{797ADD66-B66B-45C9-9712-7F50EE63606C}
255,13063040620,406.2,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1140,12,0.0034985,0,3430,U,3430.000007,1,1433.965755,0.41806582,991.000004,1,278.0000018,1.00000001,20.24299024,0.01775701,3079.379013,0.89777814,1287.3831,0.37533035,892.6298589,0.90073649,254.0045414,0.9136854,18.12583528,0.01589986,{D69AE5E4-DFEF-4CC0-A1E2-CE7B9BD032C1}
256,13063040616,406.16,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,3261,4,0.0004746,1,8429,U,6701.540138,0.79505756,2219.572302,0.2633257,1978.759329,0.79628142,302.9651571,0.90980528,140.1445721,0.04297595,3196.356122,0.37920941,846.8484984,0.10046844,951.6348653,0.38295166,193.9829971,0.58253152,32.51972645,0.00997232,{2D9C03EC-F77F-4B1B-9BEE-026250A7FED4}
257,13063040526,405.26,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,2066,1,0.0001763,1,5671,U,5671.000043,1.00000001,2131.922571,0.37593415,1694.000007,1,318.0000011,1,27.95022601,0.01352867,5671.000043,1.00000001,2131.922571,0.37593415,1694.000007,1,318.0000011,1,27.95022601,0.01352867,{DE976117-2EEC-4EA8-A36D-0BE9E7EAD993}
258,13063040525,405.25,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,941,4,0.0014777,1,2707,U,2707.000077,1.00000003,1203.523866,0.44459692,791.000019,1.00000002,154.0000038,1.00000002,26.59347931,0.02826087,2707.000077,1.00000003,1203.523866,0.44459692,791.000019,1.00000002,154.0000038,1.00000002,26.59347931,0.02826087,{3C5D1C15-8486-4CEA-8E7E-DB5CBFC6ED07}
259,13063040524,405.24,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,2389,3,0.0004713,0,6366,U,6230.724891,0.97875038,2606.388346,0.40942324,1763.698645,0.97766,445.7185114,0.98175884,186.4666575,0.07805218,1991.302123,0.31280272,880.4700813,0.13830821,558.5680955,0.30962755,164.7176471,0.3628142,36.44452239,0.01525514,{73F775A1-0E3E-4C31-9A3D-5EE4E290D175}
260,13063040416,404.16,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1032,1,0.000295,1,3390,U,2708.473542,0.79895975,1419.264506,0.4186621,788.4234068,0.79880791,254.1624147,0.76325049,137.7985226,0.1335257,538.2153892,0.1587656,290.8144267,0.08578597,165.2135608,0.16738963,41.28843222,0.12398929,35.68703757,0.03458046,{36A75E82-B8DB-4A87-AFC0-8C8DDE89CBAB}
261,13063040306,403.06,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1370,0,0,1,4372,U,4134.668245,0.94571552,2833.017704,0.64799124,1410.5076,0.94855925,86.51162392,0.80851985,81.22329283,0.05928708,747.5819314,0.17099312,512.2394114,0.11716363,251.1975455,0.16892908,14.63236414,0.13675107,13.2982674,0.00970676,{1A83A0E9-0C07-4604-97D0-B0ECD52EFEDB}
262,13063040516,405.16,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2069,0,0,1,6090,U,6070.211993,0.99675074,1948.966975,0.32002742,1894.947715,0.99681626,290.0719474,0.99681082,113.3982713,0.05480825,3204.709846,0.52622493,1102.150039,0.18097702,1008.953921,0.53074904,137.9712159,0.47412789,75.23365711,0.03636233,{0B0EFD43-B770-43E9-A1AA-CACC7B1E63DB}
263,13063040509,405.09,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1602,0,0,0,4263,U,4263.000013,1,982.3861846,0.2304448,1108.000006,1.00000001,330.0000027,1.00000001,11.06779299,0.00690873,2565.150254,0.6017242,583.2829504,0.13682453,655.2200268,0.59135381,221.8321689,0.67221869,6.19420593,0.00386655,{5F51B5D3-0C4F-4161-96EF-FA9DEEFF2D6B}
264,13063040202,402.02,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,818,2,0.0007997,1,2501,U,1671.276933,0.66824348,972.6433532,0.38890178,540.2723959,0.66454169,63.67582035,0.68468624,101.6516183,0.12426848,7.68806596,0.003074,5.25832755,0.00210249,3.08090243,0.00378955,0,0,0.70936271,0.00086719,{E3A6EE9C-B5BA-46D9-A730-B607F8741823}
265,13063040518,405.18,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1556,5,0.0009887,1,5057,U,5057.000017,1,2872.351249,0.56799511,1817.999999,1,222.0000003,1,112.1073937,0.07204845,5054.875133,0.99957982,2871.220656,0.56777154,1816.937557,0.9994156,222.0000003,1,112.0457035,0.07200881,{6B999A56-B312-443D-B1B2-C30382F797B4}
266,13063040515,405.15,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2300,6,0.0009391,1,6389,U,5917.015242,0.92612541,2775.772798,0.43446123,1723.077139,0.93240105,314.6360138,0.94485289,143.8824614,0.06255759,4298.4958,0.67279634,2016.442337,0.31561157,1276.444558,0.69071675,233.5505042,0.70135287,85.92383814,0.03735819,{EA23F86A-097E-4A8D-9251-7D7556AC4A2A}
267,13063040513,405.13,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1617,1,0.0002079,0,4809,U,3961.634802,0.82379597,1061.742061,0.2207823,1008.876851,0.78818504,427.7809995,0.88020782,0,0,2516.102696,0.52320705,756.9197679,0.1573965,580.1941449,0.45327668,318.2631863,0.65486252,0,0,{C41BF280-44F0-468E-BED1-070E4EF4E90C}
268,13151070403,704.03,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3323,0,0,0,10136,U,10015.11727,0.98807392,2332.922015,0.230162,3035.074704,0.98830176,814.7183943,0.98873592,73.43281649,0.02209835,9288.170126,0.91635459,2195.319275,0.21658635,2777.405001,0.90439759,758.2056624,0.9201525,69.93802628,0.02104665,{1B393546-A311-4807-BF73-29DFD965388F}
269,13151070307,703.07,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1611,0,0,0,4367,U,4367.000034,1.00000001,845.7254822,0.19366281,1223.000007,1.00000001,729.0000068,1.00000001,33.89349099,0.02103879,4130.141498,0.94576174,799.8547937,0.18315887,1172.355154,0.95858966,658.0590953,0.90268737,31.60993322,0.01962131,{09CEB667-7B02-4644-8BF2-D72BDA0011B1}
270,13151070113,701.13,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1446,0,0,1,4025,U,2351.056923,0.58411352,1089.781006,0.27075305,662.1078155,0.59169599,198.8534928,0.50342656,9.52376679,0.00658628,1138.390492,0.28282994,533.6983848,0.13259587,335.966552,0.30023821,97.80760927,0.2476142,0,0,{C095CFA0-5358-4363-954D-DB0A71883032}
271,13151070501,705.01,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,2315,20,0.0028345,1,7056,U,7055.981777,0.99999742,2628.090266,0.37246177,2314.997508,0.99999892,520.9914137,0.99998352,63.92261487,0.02761236,7045.545779,0.99851839,2624.491497,0.37195174,2313.353773,0.99928889,516.5308478,0.99142197,63.8244066,0.02756994,{7A7EE3E5-D5D7-47A0-BB54-C06D8D078867}
272,13151070502,705.02,ARC 10,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4831,18,0.0012282,0,14656,R,14378.48311,0.98106462,2304.579362,0.15724477,4349.611794,0.98096793,1180.324727,0.98360394,83.56714191,0.0172981,13490.91204,0.92050437,2190.10205,0.14943382,4086.351794,0.9215949,1121.71845,0.93476537,77.53120253,0.01604869,{951124FC-A22C-461E-9EEB-2893DE373E5A}
273,13151070311,703.11,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3977,0,0,0,10718,U,7475.868121,0.69750589,2555.64168,0.2384439,2413.652297,0.70062476,354.1494627,0.73171377,227.4252497,0.05718513,168.5637319,0.01572716,49.95985314,0.0046613,45.88008022,0.01331788,28.73573294,0.05937135,5.86721671,0.00147529,{EB180226-C25C-42ED-A9DC-93EFF7739636}
274,13151070404,704.04,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2308,0,0,0,6898,U,6457.541347,0.9361469,1466.380413,0.21258052,2050.285756,0.93152465,416.3987155,0.93995195,41.1635918,0.01783518,5459.093201,0.79140232,1202.844302,0.1743758,1753.113024,0.79650751,354.4295615,0.80006673,35.12247815,0.01521771,{B77993EF-6DC8-4257-AF01-BACB35A097CF}
275,13151070204,702.04,ARC 10,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1476,0,0,0,4355,R,4066.474417,0.93374843,626.4400874,0.14384388,1018.945866,0.91962623,458.8157736,0.95586619,25.07087545,0.01698569,3391.22954,0.77869794,522.3759695,0.11994856,806.9028638,0.72825168,418.1400282,0.87112506,23.6578663,0.01602836,{53117F68-4BEC-49DE-9224-F9C3B82C5D4C}
276,13151070310,703.1,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1486,3,0.0006846,0,4382,U,4123.559411,0.94102223,1011.60759,0.23085522,1107.83855,0.93646538,385.4696162,0.95650029,19.2891617,0.01298059,2723.852757,0.62160036,730.7012848,0.16675064,741.5711124,0.62685639,252.5868355,0.62676634,15.57801457,0.01048319,{5F8596F3-64DB-40B0-AF97-C812D277FF41}
277,13151070205,702.05,ARC 10,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3422,15,0.0015528,0,9660,R,9557.514487,0.98939073,2104.726969,0.21788064,2754.356471,0.99113223,889.4735665,0.98502056,13.21329864,0.00386128,9111.193832,0.94318777,2058.100468,0.21305388,2651.914392,0.9542693,819.7857971,0.90784695,13.21122638,0.00386067,{939312AA-E894-418A-8FB6-241B68967EE5}
278,13151070309,703.09,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2417,0,0,0,7318,U,7315.894731,0.99971232,1105.661412,0.15108792,2262.438599,0.99975192,460.7660808,0.99949258,10.71044804,0.0044313,6505.709104,0.88900097,1005.665277,0.13742351,2043.154026,0.90285198,383.903771,0.83276306,10.70262184,0.00442806,{CE7B8593-07F4-4290-928D-2C9B02C62054}
279,13151070114,701.14,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2153,14,0.0027761,0,5043,U,3223.372526,0.63917758,903.8981507,0.17923818,946.17684,0.68762852,224.5007883,0.49778445,94.2332952,0.04376837,934.9689349,0.18539935,340.9108433,0.0676008,307.3257551,0.22334721,29.95230274,0.06641309,29.66382955,0.01377791,{4B343D35-02D9-43A0-A00F-BE561F69720F}
280,13151070111,701.11,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3130,13,0.0016083,0,8083,U,5661.185045,0.70038167,1672.231869,0.20688258,1667.551366,0.69539256,368.3337534,0.74561489,54.75269153,0.01749287,2480.397006,0.30686589,710.730521,0.08792905,726.6067108,0.3030053,163.8921273,0.33176544,16.0551364,0.00512944,{CFD41FA4-CB8F-4E4E-82DB-C3FEC4BD004A}
281,13151070107,701.07,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2398,0,0,0,7009,U,6796.296786,0.96965284,1725.358893,0.24616335,1762.878186,0.96808247,577.2742846,0.97184223,24.80408819,0.01034366,5539.799313,0.79038369,1449.856373,0.20685638,1438.841516,0.79013812,481.3912844,0.81042304,24.80408819,0.01034366,{7BC6D881-01D7-44CB-9B6E-7CE989F0FD38}
282,13151070109,701.09,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1213,0,0,0,3416,U,3416.000004,1,433.4818053,0.12689748,794.9999977,1,386.0000003,1,5.46410902,0.00450462,3081.051018,0.90194702,399.6109875,0.11698214,723.6805351,0.91028998,342.3137262,0.88682312,4.79788149,0.00395538,{EC35EB8A-27CB-4A27-A4F5-BB7D0BE4BAAF}
283,13151070110,701.1,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2505,0,0,0,7109,U,6952.65915,0.97800804,1235.837588,0.17384127,1750.839021,0.98196243,774.4092122,0.97778941,77.85318612,0.03107912,6504.891532,0.91502202,1145.132483,0.16108208,1644.371853,0.92225006,716.0735338,0.90413325,73.1446305,0.02919945,{1E2411EA-9BFC-44C3-BF58-40FA589B26FB}
284,13151070108,701.08,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1815,0,0,0,5393,U,4329.14776,0.80273461,385.0929503,0.07140607,1306.036431,0.80969401,244.552958,0.79143352,26.11822729,0.01439021,2992.338702,0.55485605,207.64487,0.03850266,939.0185025,0.58215654,133.9525527,0.43350341,1.67191368,0.00092116,{7C34F8E2-59C1-4406-B627-C278E0DE1F56}
285,13151070306,703.06,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3114,0,0,0,9124,U,8109.755002,0.88883768,2130.620679,0.23351827,2461.492261,0.88702424,550.5375135,0.84438269,9.19677288,0.00295336,5001.166086,0.54813307,1313.922304,0.14400727,1529.336155,0.55111213,377.1230425,0.57840957,5.43778949,0.00174624,{2FBD0A3F-ACEA-46E4-AD70-3503E30A40FB}
286,13151070104,701.04,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,4658,5,0.0003832,0,13049,U,11153.75409,0.8547593,2990.96239,0.22921008,3229.613101,0.85734354,873.9708371,0.91324016,97.68180127,0.02097076,8829.19858,0.67661879,2375.228097,0.18202376,2561.436898,0.67996732,706.0772436,0.73780276,72.55990775,0.01557748,{30BF15C4-3DF6-4CE2-8476-9D1E4866DBA1}
287,13151070202,702.02,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3570,0,0,0,11032,U,10903.0967,0.98831551,1083.741812,0.0982362,3202.880798,0.98854346,1030.413864,0.98698646,0,0,10462.42862,0.94837098,1060.002463,0.09608434,3072.110234,0.94818217,984.8321283,0.94332579,0,0,{C2292D0A-FF0E-4DC4-992B-77A7C6B84E3B}
288,13151070305,703.05,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2673,0,0,0,7928,U,7693.498665,0.97042112,1360.818867,0.17164718,2153.448827,0.96610535,668.630044,0.98039596,0,0,5861.857081,0.73938661,1025.704298,0.12937743,1578.032273,0.70795526,537.9709503,0.78881371,0,0,{E87104E9-5DB8-4787-9544-BD478ABB0930}
