OBJECTID,GEOID10,NAME10,PLNG_REGION,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,Urban,Rural,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,HUNVFlag,GroupQuartersFlag,OHU2010,NUMGQTRS,PCTGQTRS,LowIncomeTracts,POP2010,UATYP10,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lahunvhalf,lahunvhalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lahunv1,lahunv1share,GlobalID
221,13063040614,406.14,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1839,0,0,0,4680,U,4680.00006695,1.00000001,634.2807203,0.13553007,835.00001204,1.00000001,920.0000093,1.00000001,104.59292593,0.05687489,4680.00006695,1.00000001,634.2807203,0.13553007,835.00001204,1.00000001,920.0000093,1.00000001,104.59292593,0.05687489,{164B879E-9B65-4BCA-B0A3-8024803F6AA5}
222,13063040606,406.06,ARC 10,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1026,855,0.2359271,1,3624,R,2667.49107442,0.73606266,965.29553717,0.2663619,477.05367437,0.59781162,202.86729528,0.80184702,11.26669775,0.01098119,1062.18331408,0.29309694,354.83322323,0.09791204,209.3135439,0.26229767,114.40334693,0.45218714,4.84378002,0.00472103,{D942E544-36E4-40C6-B657-4E72A401406F}
223,13063040612,406.12,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1840,1783,0.2587433,1,6891,U,3106.38249155,0.45078835,1003.27156114,0.14559158,722.15438623,0.44467635,144.10056563,0.35845912,59.2839163,0.03221952,93.18439388,0.01352262,15.56579092,0.00225886,31.03209493,0.01910843,7.31281611,0.01819108,0,0,{194262C7-9EDC-49B9-84B9-7E05921E44D8}
224,13063040609,406.09,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2438,21,0.0033424,0,6283,U,6141.51439754,0.9774812,1709.82349861,0.27213489,1475.92171279,0.97420575,689.62936294,0.98659422,76.53507186,0.03139256,4621.63070156,0.73557707,1265.21282903,0.20137081,1147.87931709,0.75767612,439.14142874,0.62824239,52.91615093,0.02170474,{18F934A5-EC90-4A4D-B4ED-25A7F195ACAA}
225,13063040412,404.12,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2829,15,0.0020755,1,7227,U,6168.36224127,0.85351629,2237.33989839,0.30958072,1660.48705384,0.86438681,496.04323992,0.88896638,137.55205722,0.04862215,2698.4029025,0.37337801,1085.45048754,0.15019379,779.17971737,0.40561151,190.78347627,0.34190587,36.08740337,0.01275624,{4BC4A8D2-0735-4381-A0AB-C88A1C1D0396}
226,13063040413,404.13,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,2334,4,0.0005954,1,6718,U,5565.07713579,0.82838302,2470.10664205,0.36768482,1636.5914412,0.8219947,311.41156366,0.8698647,17.08025356,0.00731802,1421.19047855,0.21154964,723.198748,0.1076509,423.93167371,0.21292399,97.63766314,0.2727309,5.52983982,0.00236925,{F2E5CB8D-61AE-4D92-9535-654369C98B32}
227,13063040613,406.13,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2827,5,0.0006253,0,7996,U,7908.9271825,0.98911045,2103.15530023,0.26302593,2104.72538337,0.9821397,788.43676116,0.99049844,73.8690176,0.02612983,6729.98291037,0.8416687,1670.7134745,0.20894366,1684.71243926,0.78614673,700.56194571,0.88010295,56.80008396,0.020092,{0E374A16-1992-4DDF-AA66-588566F4A4A6}
228,13063040408,404.08,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,2581,707,0.0952445,1,7423,U,4592.45029414,0.61867847,2173.45724063,0.29280038,1285.92943528,0.73776789,557.62147088,0.71489932,114.51748169,0.04436942,398.77148759,0.05372107,180.14256091,0.02426816,118.17769518,0.06780132,44.3294452,0.05683262,8.94088102,0.00346412,{179EC4DD-5187-4B02-872D-7ED886A54507}
229,13063040409,404.09,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1918,4,0.0006998,0,5716,U,5715.99999893,1,1936.77209489,0.33883347,1610.99999112,0.99999999,427.00000082,1,88.03358153,0.04589863,5433.43743636,0.95056638,1860.18269956,0.32543434,1538.58057114,0.95504691,408.23205689,0.95604697,85.46527205,0.04455958,{44891E74-88F9-46D3-8EFD-A085A4025D37}
230,13063040410,404.10,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,2283,0,0,1,7058,U,6092.85382892,0.86325501,3329.32592419,0.47170954,1853.922292,0.85316258,382.90223851,0.87023236,27.8922055,0.01221735,1864.13930821,0.26411722,937.11527605,0.13277349,583.48171349,0.26851436,108.00956741,0.24547629,10.67196658,0.00467454,{678016C1-9D3A-4780-ABDF-878552CDD5A7}
231,13063040303,403.03,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2224,69,0.0099238,1,6953,U,2782.66818272,0.40021116,1149.27063673,0.16529133,891.31823254,0.41188458,181.99085639,0.3632552,111.0843048,0.04994798,1067.21625769,0.15349004,182.98383015,0.02631725,362.84946221,0.16767535,66.55108375,0.13283649,11.70824448,0.0052645,{6E9A9C2A-E3F2-440F-90E7-5D86DF8786CD}
232,13063040302,403.02,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1608,0,0,1,4829,U,3103.52638819,0.64268511,2019.14807686,0.41812965,928.03680965,0.65818213,209.42619042,0.67123779,166.18578848,0.10334937,24.74823046,0.00512492,18.65195656,0.00386249,7.12786293,0.00505522,0.87532055,0.00280551,1.89102167,0.00117601,{4B0CBC71-B512-4C06-8809-986D67C131AD}
233,13063040611,406.11,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2491,2,0.0002998,1,6671,U,5950.17881194,0.89194706,3454.23729265,0.51779902,1818.29983403,0.89703988,356.85633251,0.96447657,269.01402504,0.10799439,3219.43486739,0.48260154,1916.82068027,0.28733633,913.10119693,0.45046926,226.61657483,0.61247723,155.46258377,0.06240971,{C6A2672E-9460-4F1B-9EC2-7F4B99CB7BDC}
234,13063040407,404.07,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1271,0,0,1,3622,U,2990.35529735,0.82560886,1204.29845441,0.33249543,798.72657343,0.85242964,320.80013575,0.76199557,56.84493817,0.04472458,1370.42406883,0.37836115,491.22947063,0.13562382,380.18155173,0.40574338,93.17802802,0.22132548,25.75783046,0.0202658,{C3B4C75E-48D7-4AFA-BE7F-CC5DA889EA19}
235,13063040510,405.10,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1180,11,0.0032334,1,3402,U,1586.4885236,0.46633995,655.21700818,0.19259759,422.88477925,0.43506665,107.00168697,0.53500843,37.72128724,0.03196719,6.82816696,0.0020071,3.40190037,0.00099997,0.05210635,5.361e-05,1.48697407,0.00743487,0.26836253,0.00022743,{0F0594EF-B273-4970-8687-BF81E3000285}
236,13063040514,405.14,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2609,3,0.0004162,1,7208,U,6727.54600114,0.93334434,3076.51869511,0.42682002,2112.45576607,0.92936901,247.22258544,0.92940822,250.83802153,0.09614336,4006.97724286,0.55590694,1740.56197629,0.24147641,1197.63003164,0.52689399,169.11689417,0.6357778,185.544406,0.07111706,{DFDA2A45-DCA5-407F-B39D-E281F4D2B282}
237,13063040307,403.07,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1324,0,0,1,4428,U,2764.8136843,0.62439333,1311.05047341,0.29608186,836.14681413,0.63344456,268.40875951,0.61280539,34.06723068,0.02573054,123.5619278,0.02790468,84.54737854,0.01909381,41.47533035,0.0314207,6.91255522,0.01578209,2.4397254,0.00184269,{3DB27466-38E9-4EA6-B40B-C038FD8D9076}
238,13063980000,9800,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{D6EA067C-4C24-47EB-9F38-C11BD1860C40}
239,13063040622,406.22,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2357,0,0,1,7446,U,7318.32885861,0.98285373,2646.43926552,0.35541758,2395.4183836,0.98334088,367.72968266,0.98587046,108.86834094,0.04618937,5617.68800524,0.75445716,2135.46011938,0.28679292,1898.16092561,0.7792122,286.76989119,0.76882008,108.86834094,0.04618937,{783228D8-A9BE-47EC-9A28-5AA242EB5C1C}
240,13063040621,406.21,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3024,1,0.0001087,0,9202,U,7175.39571747,0.7797648,2155.65328942,0.23425921,2337.55494452,0.77711268,337.21874446,0.77700172,27.68197942,0.00915409,3859.66263825,0.41943737,1076.3243429,0.11696635,1276.20879653,0.42427154,167.68184887,0.38636371,0.86268575,0.00028528,{BAE99038-7C06-4B08-8038-AC428F82E7E0}
241,13063040619,406.19,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,956,0,0,1,3001,U,2725.79345777,0.90829505,1225.76749908,0.40845302,870.70499595,0.88847449,118.05188587,0.89433247,186.51837352,0.1951029,1664.44319558,0.55462952,748.48677969,0.24941246,494.26882488,0.50435594,66.19622116,0.50148652,112.08314459,0.11724178,{F55C0F78-6AC0-41B7-AD0E-7A8E9C65E5C1}
242,13063040523,405.23,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1024,0,0,1,2802,U,405.67579257,0.1447808,197.21993667,0.07038542,118.58569506,0.14235978,46.61505095,0.19104529,25.67166856,0.02506999,0,0,0,0,0,0,0,0,0,0,{F71E8772-A0D8-44B6-B2DF-FB3DEC759DD4}
243,13063040522,405.22,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1713,146,0.0296387,1,4926,U,3124.79409877,0.63434716,1379.25100799,0.27999411,871.19897763,0.63591166,206.28376952,0.50934264,108.92595922,0.06358783,401.91480286,0.0815905,148.97108321,0.0302418,100.84939737,0.0736127,10.19269386,0.02516715,11.54265371,0.00673827,{0BE7D9A7-E32B-49FA-982A-C5F192CB35A6}
244,13063040520,405.20,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1645,0,0,1,3792,U,2512.54994896,0.66259229,748.8834985,0.19749037,670.40771728,0.60234296,60.83969922,0.77012277,169.20313158,0.10285905,252.68475342,0.06663627,94.94821167,0.02503909,49.2243042,0.04422669,5.83399153,0.07384799,28.51509285,0.0173344,{4A49EB8C-C735-4303-B31F-1CAD90FB20BA}
245,13063040519,405.19,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1990,0,0,1,4147,U,2697.89351144,0.65056511,1328.4238312,0.32033369,684.843875,0.64914111,48.30238544,0.65273494,175.47553503,0.08817866,0,0,0,0,0,0,0,0,0,0,{32F5E340-0185-4473-97F1-448629405E39}
246,13063040417,404.17,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1848,0,0,1,5132,U,5132.00005293,1.00000001,2229.70037247,0.43447006,1674.00003588,1.00000002,255.00000357,1.00000001,187.59275352,0.10151123,4911.41124487,0.957017,2133.45052757,0.41571522,1599.8564583,0.95570876,245.82498591,0.96401955,175.63299129,0.0950395,{BA0A3B75-5A9D-4259-9FC1-3FB877F9646E}
247,13063040203,402.03,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1400,0,0,1,3633,U,2840.98699749,0.78199477,1463.03483789,0.40270708,909.47803935,0.78947746,86.07953116,0.78254119,135.71910685,0.09694222,155.12264729,0.04269822,72.22436047,0.01988009,51.56678963,0.04476284,1.72011325,0.01563739,6.48574269,0.00463267,{EC90E029-E9E9-4B2D-968F-E807DC19B3CC}
248,13063040617,406.17,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,458,0,0,1,1557,U,1360.59082809,0.8738541,1094.08335188,0.7026868,505.52866098,0.87160114,63.43185189,0.89340636,75.31392497,0.16444088,111.3205204,0.0714968,89.51546884,0.05749227,41.61450845,0.07174915,4.91952185,0.06928904,5.93335949,0.01295493,{0DF913CD-FBCE-47B3-99D4-68EA852BE8DB}
249,13063040615,406.15,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,636,4,0.0020471,0,1954,U,1954.00003978,1.00000002,587.43115604,0.30063007,567.00001538,1.00000003,134.00000149,1.00000001,0,0,1943.79905217,0.99477945,584.36443248,0.29906061,564.0451715,0.99478866,133.47818046,0.99610582,0,0,{26B51882-F6D2-47A3-BD4B-BA7BE2474108}
250,13063040521,405.21,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,998,0,0,1,3054,U,2870.38753609,0.93987804,1341.8854648,0.4393862,886.43087165,0.94100942,200.66998013,0.95557133,51.11440286,0.05121684,1081.92527566,0.35426499,462.93728394,0.15158392,343.96305031,0.36514124,81.46931987,0.38794914,25.44894064,0.02549994,{115392F7-40EA-4927-9C04-3605991D35C1}
251,13063040415,404.15,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2154,11,0.0018823,1,5844,U,4144.5601846,0.70919921,1959.5250694,0.33530545,1225.42084198,0.675163,217.0224314,0.85106836,151.17054138,0.07018131,2087.35221932,0.35717868,893.27794409,0.15285386,582.03066344,0.32067805,122.37481765,0.47990125,70.83571402,0.03288566,{DAEA289A-6A6C-47B1-9F21-769CEC76052C}
252,13063040414,404.14,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,601,0,0,1,1863,U,351.36646557,0.1886025,88.91079539,0.04772453,94.01596469,0.17639018,37.74121562,0.25850148,7.95649983,0.01323877,1.8376416,0.00098639,0.46500221,0.0002496,0.48679247,0.00091331,0.21905661,0.00150039,0.04230654,7.039e-05,{C3FB2D02-8BA5-49AE-820F-C8C03A28CFC4}
253,13063040204,402.04,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1556,0,0,1,3745,U,879.37576325,0.23481329,315.82116798,0.08433142,242.0987125,0.2233383,31.49940461,0.28124468,41.06136681,0.02638905,20.60733414,0.00550263,8.68612766,0.00231939,5.56233835,0.00513131,0.80048412,0.00714718,1.30583644,0.00083923,{34CA7E75-9D0D-4693-97C6-673182FAFBEF}
254,13063040308,403.08,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1536,339,0.075,1,4520,U,2786.05903076,0.61638474,1661.00449193,0.36747887,634.49234538,0.6257321,430.23766821,0.75085108,123.73353219,0.08055569,432.58491302,0.09570463,235.031268,0.05199807,109.66622528,0.1081521,57.16577667,0.09976575,7.40908664,0.00482362,{797ADD66-B66B-45C9-9712-7F50EE63606C}
255,13063040620,406.20,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1140,12,0.0034985,0,3430,U,3430.00000667,1,1433.96575483,0.41806582,991.00000398,1,278.00000178,1.00000001,20.24299024,0.01775701,3079.37901297,0.89777814,1287.38309981,0.37533035,892.62985891,0.90073649,254.00454144,0.9136854,18.12583528,0.01589986,{D69AE5E4-DFEF-4CC0-A1E2-CE7B9BD032C1}
256,13063040616,406.16,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,3261,4,0.0004746,1,8429,U,6701.54013767,0.79505756,2219.57230242,0.2633257,1978.75932898,0.79628142,302.96515705,0.90980528,140.14457211,0.04297595,3196.35612204,0.37920941,846.84849838,0.10046844,951.63486529,0.38295166,193.98299714,0.58253152,32.51972645,0.00997232,{2D9C03EC-F77F-4B1B-9BEE-026250A7FED4}
257,13063040526,405.26,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,2066,1,0.0001763,1,5671,U,5671.0000434,1.00000001,2131.92257117,0.37593415,1694.00000713,1,318.00000111,1,27.95022601,0.01352867,5671.0000434,1.00000001,2131.92257117,0.37593415,1694.00000713,1,318.00000111,1,27.95022601,0.01352867,{DE976117-2EEC-4EA8-A36D-0BE9E7EAD993}
258,13063040525,405.25,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,941,4,0.0014777,1,2707,U,2707.00007721,1.00000003,1203.52386604,0.44459692,791.00001904,1.00000002,154.0000038,1.00000002,26.59347931,0.02826087,2707.00007721,1.00000003,1203.52386604,0.44459692,791.00001904,1.00000002,154.0000038,1.00000002,26.59347931,0.02826087,{3C5D1C15-8486-4CEA-8E7E-DB5CBFC6ED07}
259,13063040524,405.24,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,2389,3,0.0004713,0,6366,U,6230.7248913,0.97875038,2606.38834592,0.40942324,1763.69864503,0.97766,445.71851143,0.98175884,186.46665749,0.07805218,1991.30212251,0.31280272,880.47008127,0.13830821,558.56809545,0.30962755,164.71764713,0.3628142,36.44452239,0.01525514,{73F775A1-0E3E-4C31-9A3D-5EE4E290D175}
260,13063040416,404.16,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1032,1,0.000295,1,3390,U,2708.47354221,0.79895975,1419.26450639,0.4186621,788.42340684,0.79880791,254.16241473,0.76325049,137.79852262,0.1335257,538.21538918,0.1587656,290.81442668,0.08578597,165.2135608,0.16738963,41.28843222,0.12398929,35.68703757,0.03458046,{36A75E82-B8DB-4A87-AFC0-8C8DDE89CBAB}
261,13063040306,403.06,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1370,0,0,1,4372,U,4134.66824507,0.94571552,2833.01770442,0.64799124,1410.50759998,0.94855925,86.51162392,0.80851985,81.22329283,0.05928708,747.58193143,0.17099312,512.23941136,0.11716363,251.19754554,0.16892908,14.63236414,0.13675107,13.2982674,0.00970676,{1A83A0E9-0C07-4604-97D0-B0ECD52EFEDB}
262,13063040516,405.16,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2069,0,0,1,6090,U,6070.21199298,0.99675074,1948.96697495,0.32002742,1894.94771475,0.99681626,290.07194738,0.99681082,113.39827126,0.05480825,3204.70984563,0.52622493,1102.15003922,0.18097702,1008.95392072,0.53074904,137.97121586,0.47412789,75.23365711,0.03636233,{0B0EFD43-B770-43E9-A1AA-CACC7B1E63DB}
263,13063040509,405.09,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1602,0,0,0,4263,U,4263.00001259,1,982.38618462,0.2304448,1108.00000589,1.00000001,330.00000266,1.00000001,11.06779299,0.00690873,2565.1502543,0.6017242,583.28295035,0.13682453,655.2200268,0.59135381,221.83216891,0.67221869,6.19420593,0.00386655,{5F51B5D3-0C4F-4161-96EF-FA9DEEFF2D6B}
264,13063040202,402.02,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,818,2,0.0007997,1,2501,U,1671.27693318,0.66824348,972.64335321,0.38890178,540.27239592,0.66454169,63.67582035,0.68468624,101.65161825,0.12426848,7.68806596,0.003074,5.25832755,0.00210249,3.08090243,0.00378955,0,0,0.70936271,0.00086719,{E3A6EE9C-B5BA-46D9-A730-B607F8741823}
265,13063040518,405.18,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1556,5,0.0009887,1,5057,U,5057.00001693,1,2872.35124889,0.56799511,1817.99999901,1,222.00000031,1,112.10739372,0.07204845,5054.87513308,0.99957982,2871.22065582,0.56777154,1816.93755709,0.9994156,222.00000031,1,112.04570354,0.07200881,{6B999A56-B312-443D-B1B2-C30382F797B4}
266,13063040515,405.15,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2300,6,0.0009391,1,6389,U,5917.01524155,0.92612541,2775.77279788,0.43446123,1723.07713944,0.93240105,314.63601384,0.94485289,143.88246141,0.06255759,4298.49579953,0.67279634,2016.44233736,0.31561157,1276.44455821,0.69071675,233.55050424,0.70135287,85.92383814,0.03735819,{EA23F86A-097E-4A8D-9251-7D7556AC4A2A}
267,13063040513,405.13,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1617,1,0.0002079,0,4809,U,3961.63480162,0.82379597,1061.74206101,0.2207823,1008.87685075,0.78818504,427.78099952,0.88020782,0,0,2516.10269638,0.52320705,756.91976787,0.1573965,580.19414489,0.45327668,318.26318626,0.65486252,0,0,{C41BF280-44F0-468E-BED1-070E4EF4E90C}
268,13151070403,704.03,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3323,0,0,0,10136,U,10015.11727009,0.98807392,2332.9220147,0.230162,3035.07470391,0.98830176,814.71839425,0.98873592,73.43281649,0.02209835,9288.17012614,0.91635459,2195.31927549,0.21658635,2777.40500072,0.90439759,758.20566237,0.9201525,69.93802628,0.02104665,{1B393546-A311-4807-BF73-29DFD965388F}
269,13151070307,703.07,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1611,0,0,0,4367,U,4367.00003434,1.00000001,845.72548224,0.19366281,1223.0000067,1.00000001,729.00000684,1.00000001,33.89349099,0.02103879,4130.1414975,0.94576174,799.85479366,0.18315887,1172.35515394,0.95858966,658.05909531,0.90268737,31.60993322,0.01962131,{09CEB667-7B02-4644-8BF2-D72BDA0011B1}
270,13151070113,701.13,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1446,0,0,1,4025,U,2351.05692324,0.58411352,1089.78100635,0.27075305,662.1078155,0.59169599,198.85349283,0.50342656,9.52376679,0.00658628,1138.39049192,0.28282994,533.69838481,0.13259587,335.96655204,0.30023821,97.80760927,0.2476142,0,0,{C095CFA0-5358-4363-954D-DB0A71883032}
271,13151070501,705.01,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,2315,20,0.0028345,1,7056,U,7055.98177746,0.99999742,2628.09026587,0.37246177,2314.99750755,0.99999892,520.99141368,0.99998352,63.92261487,0.02761236,7045.5457786,0.99851839,2624.49149682,0.37195174,2313.35377344,0.99928889,516.53084779,0.99142197,63.8244066,0.02756994,{7A7EE3E5-D5D7-47A0-BB54-C06D8D078867}
272,13151070502,705.02,ARC 10,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4831,18,0.0012282,0,14656,R,14378.4831069,0.98106462,2304.57936218,0.15724477,4349.61179376,0.98096793,1180.32472738,0.98360394,83.56714191,0.0172981,13490.91204211,0.92050437,2190.10205005,0.14943382,4086.35179433,0.9215949,1121.71844959,0.93476537,77.53120253,0.01604869,{951124FC-A22C-461E-9EEB-2893DE373E5A}
273,13151070311,703.11,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3977,0,0,0,10718,U,7475.86812123,0.69750589,2555.64167955,0.2384439,2413.65229707,0.70062476,354.14946269,0.73171377,227.42524966,0.05718513,168.56373189,0.01572716,49.95985314,0.0046613,45.88008022,0.01331788,28.73573294,0.05937135,5.86721671,0.00147529,{EB180226-C25C-42ED-A9DC-93EFF7739636}
274,13151070404,704.04,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2308,0,0,0,6898,U,6457.54134747,0.9361469,1466.38041335,0.21258052,2050.28575566,0.93152465,416.39871553,0.93995195,41.1635918,0.01783518,5459.09320116,0.79140232,1202.84430224,0.1743758,1753.11302356,0.79650751,354.42956152,0.80006673,35.12247815,0.01521771,{B77993EF-6DC8-4257-AF01-BACB35A097CF}
275,13151070204,702.04,ARC 10,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1476,0,0,0,4355,R,4066.47441735,0.93374843,626.44008743,0.14384388,1018.94586553,0.91962623,458.8157736,0.95586619,25.07087545,0.01698569,3391.22954024,0.77869794,522.3759695,0.11994856,806.90286381,0.72825168,418.1400282,0.87112506,23.6578663,0.01602836,{53117F68-4BEC-49DE-9224-F9C3B82C5D4C}
276,13151070310,703.10,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1486,3,0.0006846,0,4382,U,4123.55941117,0.94102223,1011.60759035,0.23085522,1107.83854989,0.93646538,385.46961617,0.95650029,19.2891617,0.01298059,2723.85275666,0.62160036,730.70128479,0.16675064,741.57111235,0.62685639,252.58683552,0.62676634,15.57801457,0.01048319,{5F8596F3-64DB-40B0-AF97-C812D277FF41}
277,13151070205,702.05,ARC 10,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3422,15,0.0015528,0,9660,R,9557.51448659,0.98939073,2104.72696868,0.21788064,2754.35647078,0.99113223,889.4735665,0.98502056,13.21329864,0.00386128,9111.19383217,0.94318777,2058.10046815,0.21305388,2651.91439169,0.9542693,819.7857971,0.90784695,13.21122638,0.00386067,{939312AA-E894-418A-8FB6-241B68967EE5}
278,13151070309,703.09,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2417,0,0,0,7318,U,7315.89473101,0.99971232,1105.66141239,0.15108792,2262.43859872,0.99975192,460.7660808,0.99949258,10.71044804,0.0044313,6505.70910376,0.88900097,1005.66527746,0.13742351,2043.15402593,0.90285198,383.90377099,0.83276306,10.70262184,0.00442806,{CE7B8593-07F4-4290-928D-2C9B02C62054}
279,13151070114,701.14,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2153,14,0.0027761,0,5043,U,3223.37252616,0.63917758,903.89815071,0.17923818,946.17684001,0.68762852,224.50078827,0.49778445,94.2332952,0.04376837,934.96893486,0.18539935,340.91084334,0.0676008,307.32575509,0.22334721,29.95230274,0.06641309,29.66382955,0.01377791,{4B343D35-02D9-43A0-A00F-BE561F69720F}
280,13151070111,701.11,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3130,13,0.0016083,0,8083,U,5661.18504539,0.70038167,1672.23186898,0.20688258,1667.5513663,0.69539256,368.3337534,0.74561489,54.75269153,0.01749287,2480.39700602,0.30686589,710.73052097,0.08792905,726.60671083,0.3030053,163.89212734,0.33176544,16.0551364,0.00512944,{CFD41FA4-CB8F-4E4E-82DB-C3FEC4BD004A}
281,13151070107,701.07,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2398,0,0,0,7009,U,6796.29678608,0.96965284,1725.35889336,0.24616335,1762.878186,0.96808247,577.27428464,0.97184223,24.80408819,0.01034366,5539.79931257,0.79038369,1449.85637251,0.20685638,1438.8415161,0.79013812,481.39128444,0.81042304,24.80408819,0.01034366,{7BC6D881-01D7-44CB-9B6E-7CE989F0FD38}
282,13151070109,701.09,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1213,0,0,0,3416,U,3416.00000382,1,433.48180529,0.12689748,794.9999977,1,386.00000028,1,5.46410902,0.00450462,3081.05101776,0.90194702,399.61098754,0.11698214,723.68053513,0.91028998,342.31372624,0.88682312,4.79788149,0.00395538,{EC35EB8A-27CB-4A27-A4F5-BB7D0BE4BAAF}
283,13151070110,701.10,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2505,0,0,0,7109,U,6952.6591495,0.97800804,1235.83758789,0.17384127,1750.83902059,0.98196243,774.40921223,0.97778941,77.85318612,0.03107912,6504.89153161,0.91502202,1145.13248315,0.16108208,1644.37185257,0.92225006,716.07353377,0.90413325,73.1446305,0.02919945,{1E2411EA-9BFC-44C3-BF58-40FA589B26FB}
284,13151070108,701.08,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1815,0,0,0,5393,U,4329.14776032,0.80273461,385.09295028,0.07140607,1306.03643136,0.80969401,244.55295798,0.79143352,26.11822729,0.01439021,2992.33870227,0.55485605,207.64486999,0.03850266,939.01850253,0.58215654,133.95255271,0.43350341,1.67191368,0.00092116,{7C34F8E2-59C1-4406-B627-C278E0DE1F56}
